Original_Text,Cleaned_Text,Label
"Hi Support, Can you send me the invoice for transaction #99283? Bad surface appear.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, What are your support operating hours? Long kitchen much close stop research draw.",What are your support operating hours?,Information
"Hi Support, Why is my bill higher than the agreed amount? Current improve political.",Why is my bill higher than the agreed amount?,Information
"Hi Support, What are your support operating hours? Within cold send house former behavior.",What are your support operating hours?,Information
"Hi Support, I am not receiving the password reset email. Stand rich major our.",I am not receiving the password reset email.,Request
"Hi Support, I cannot log into my account even after resetting the password. Large life follow follow successful southern guy.",I cannot log into my account even after resetting the password.,Request
"Hi Support, I noticed a double charge on my statement for last month. Anyone live box opportunity forward.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Where is your headquarters located? Million gun hospital series how success.",Where is your headquarters located?,Information
"Hi Support, I noticed a double charge on my statement for last month. Recognize process leader mention model nice.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, Can you send me the invoice for transaction #99283? Face fall bit clear government seem.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, Please help me change the email address associated with my account. Her large arm new character young adult service.",Please help me change the email address associated with my account.,Request
"Hi Support, I noticed a double charge on my statement for last month. Democrat run leave indeed.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, The application crashes every time I open the settings tab. Action care week box shoulder.",The application crashes every time I open the settings tab.,Problem
"Hi Support, How do I upgrade to the Enterprise plan? Head interest family certain front.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, I want to permanently delete my account and data. Into today pressure.",I want to permanently delete my account and data.,Request
"Hi Support, Where is your headquarters located? Stand minute left man ago.",Where is your headquarters located?,Information
"Hi Support, My subscription renewed automatically, but I wanted to cancel. Behind almost nothing matter clearly.","My subscription renewed automatically, but I wanted to cancel.",Request
"Hi Support, Is there a roadmap for new features this year? Store notice indicate game.",Is there a roadmap for new features this year?,Information
"Hi Support, Why is my bill higher than the agreed amount? Of current know require visit drop while.",Why is my bill higher than the agreed amount?,Information
"Hi Support, How do I install the latest patch on Windows 11? Book value music whose.",How do I install the latest patch on Windows 11?,Information
"Hi Support, How do I install the latest patch on Windows 11? Look still as free card talk.",How do I install the latest patch on Windows 11?,Information
